state_code,year,quarter,loss_quarter,region
OR,2017,Q2,0.08465180458987098,Northwest
OR,2017,Q3,0.08465180458987098,Northwest
PA,2017,Q2,0.06444656168273377,Northeast
PA,2017,Q3,0.06444656168273377,Northeast
RI,2017,Q2,0.06749519175968621,Northeast
RI,2017,Q3,0.06749519175968621,Northeast
SC,2017,Q2,0.08301339154893572,Southeast
SC,2017,Q3,0.08301339154893572,Southeast
SD,2017,Q2,,Northern Rockies & Plains
SD,2017,Q3,,Northern Rockies & Plains
TN,2017,Q2,0.1646544440758676,Southeast
TN,2017,Q3,0.1646544440758676,Southeast
TX,2017,Q2,0.07604055176920432,South
TX,2017,Q3,0.07604055176920432,South
UT,2017,Q2,0.11870009640397972,Southwest
UT,2017,Q3,0.11870009640397972,Southwest
VT,2017,Q2,0.10564452669181634,Northeast
VT,2017,Q3,0.10564452669181634,Northeast
VA,2017,Q2,0.09675898214004708,Southeast
VA,2017,Q3,0.09675898214004708,Southeast
WA,2017,Q2,0.07460297756973144,Northwest
WA,2017,Q3,0.07460297756973144,Northwest
WV,2017,Q2,0.07731297215613175,Ohio Valley
WV,2017,Q3,0.07731297215613175,Ohio Valley
WI,2017,Q2,0.11884153482097004,Upper Midwest
WI,2017,Q3,0.11884153482097004,Upper Midwest
WY,2017,Q2,0.28388512596056714,Northern Rockies & Plains
WY,2017,Q3,0.28388512596056714,Northern Rockies & Plains
MSO,2017,Q2,0.09650624409635022,
MSO,2017,Q3,0.09650624409635022,
AL,2017,Q4,0.1361478126995571,Southeast
AL,2018,Q1,0.1361478126995571,Southeast
AK,2017,Q4,,Northwest
AK,2018,Q1,,Northwest
AZ,2017,Q4,,Southwest
AZ,2018,Q1,,Southwest
AR,2017,Q4,0.07641348635183554,South
AR,2018,Q1,0.07641348635183554,South
CA,2017,Q4,0.10021537155711979,West
CA,2018,Q1,0.10021537155711979,West
CO,2017,Q4,0.1969446101397031,Southwest
CO,2018,Q1,0.1969446101397031,Southwest
CT,2017,Q4,0.32815807583009593,Northeast
CT,2018,Q1,0.32815807583009593,Northeast
DC,2017,Q4,0.23623738417402673,
DC,2018,Q1,0.23623738417402673,
DE,2017,Q4,0.5029154767488592,Northeast
DE,2018,Q1,0.5029154767488592,Northeast
FL,2017,Q4,0.12565619122809013,Southeast
FL,2018,Q1,0.12565619122809013,Southeast
GA,2017,Q4,0.15926424100420855,Southeast
GA,2018,Q1,0.15926424100420855,Southeast
ID,2017,Q4,0.10776576874712307,Northwest
ID,2018,Q1,0.10776576874712307,Northwest
IL,2017,Q4,0.28846914991153405,Ohio Valley
IL,2018,Q1,0.28846914991153405,Ohio Valley
IN,2017,Q4,0.20066298038164265,Ohio Valley
IN,2018,Q1,0.20066298038164265,Ohio Valley
IA,2017,Q4,0.2768570128829889,Upper Midwest
IA,2018,Q1,0.2768570128829889,Upper Midwest
KS,2017,Q4,0.11631517133963742,South
KS,2018,Q1,0.11631517133963742,South
KY,2017,Q4,0.19821627426272692,Ohio Valley
KY,2018,Q1,0.19821627426272692,Ohio Valley
LA,2017,Q4,0.13898263310456282,South
LA,2018,Q1,0.13898263310456282,South
ME,2017,Q4,0.2617479582348464,Northeast
ME,2018,Q1,0.2617479582348464,Northeast
MD,2017,Q4,0.24977234784723856,Northeast
MD,2018,Q1,0.24977234784723856,Northeast
MA,2017,Q4,0.23518493415591968,Northeast
MA,2018,Q1,0.23518493415591968,Northeast
MI,2017,Q4,0.23860296245280876,Upper Midwest
MI,2018,Q1,0.23860296245280876,Upper Midwest
MN,2017,Q4,0.14724215280893138,Upper Midwest
MN,2018,Q1,0.14724215280893138,Upper Midwest
MS,2017,Q4,,Southeast
MS,2018,Q1,,Southeast
MO,2017,Q4,0.12222337506704561,South
MO,2018,Q1,0.12222337506704561,South
MT,2017,Q4,0.16333997346592444,Northern Rockies & Plains
MT,2018,Q1,0.16333997346592444,Northern Rockies & Plains
NE,2017,Q4,0.3229967996136699,Northern Rockies & Plains
NE,2018,Q1,0.3229967996136699,Northern Rockies & Plains
NV,2017,Q4,0.3502137103460691,Southwest
NV,2018,Q1,0.3502137103460691,Southwest
NH,2017,Q4,0.36604516392946795,Northeast
NH,2018,Q1,0.36604516392946795,Northeast
NJ,2017,Q4,0.21462803920109497,Northeast
NJ,2018,Q1,0.21462803920109497,Northeast
NM,2017,Q4,0.2523328205811598,Southwest
NM,2018,Q1,0.2523328205811598,Southwest
NY,2017,Q4,0.2699740615935792,Northeast
NY,2018,Q1,0.2699740615935792,Northeast
NC,2017,Q4,0.16178628591315014,Southeast
NC,2018,Q1,0.16178628591315014,Southeast
ND,2017,Q4,,Northern Rockies & Plains
ND,2018,Q1,,Northern Rockies & Plains
OH,2017,Q4,0.17629977031062738,Ohio Valley
OH,2018,Q1,0.17629977031062738,Ohio Valley
OK,2017,Q4,0.059507278661097285,South
OK,2018,Q1,0.059507278661097285,South
OR,2017,Q4,0.34564434618310136,Northwest
OR,2018,Q1,0.34564434618310136,Northwest
PA,2017,Q4,0.31960313484409475,Northeast
PA,2018,Q1,0.31960313484409475,Northeast
RI,2017,Q4,0.24206327104013292,Northeast
RI,2018,Q1,0.24206327104013292,Northeast
SC,2017,Q4,0.14933632263795216,Southeast
SC,2018,Q1,0.14933632263795216,Southeast
SD,2017,Q4,,Northern Rockies & Plains
SD,2018,Q1,,Northern Rockies & Plains
TN,2017,Q4,0.1356429187122452,Southeast
TN,2018,Q1,0.1356429187122452,Southeast
TX,2017,Q4,0.08649710748895889,South
TX,2018,Q1,0.08649710748895889,South
UT,2017,Q4,0.288244208967288,Southwest
UT,2018,Q1,0.288244208967288,Southwest
VT,2017,Q4,0.17809504438808654,Northeast
VT,2018,Q1,0.17809504438808654,Northeast
VA,2017,Q4,0.18128286403109817,Southeast
VA,2018,Q1,0.18128286403109817,Southeast
WA,2017,Q4,0.23483182863634233,Northwest
WA,2018,Q1,0.23483182863634233,Northwest
WV,2017,Q4,0.09367303282503425,Ohio Valley
WV,2018,Q1,0.09367303282503425,Ohio Valley
WI,2017,Q4,0.2979133922750762,Upper Midwest
WI,2018,Q1,0.2979133922750762,Upper Midwest
WY,2017,Q4,0.16594234377170092,Northern Rockies & Plains
WY,2018,Q1,0.16594234377170092,Northern Rockies & Plains
MSO,2017,Q4,0.09870711159677592,
MSO,2018,Q1,0.09870711159677592,
AL,2018,Q2,0.07466434382703069,Southeast
AL,2018,Q3,0.07466434382703069,Southeast
AK,2018,Q2,,Northwest
AK,2018,Q3,,Northwest
AZ,2018,Q2,,Southwest
AZ,2018,Q3,,Southwest
AR,2018,Q2,0.3076433013502812,South
AR,2018,Q3,0.3076433013502812,South
CA,2018,Q2,0.16329895770363623,West
CA,2018,Q3,0.16329895770363623,West
CO,2018,Q2,0.12575188629899559,Southwest
CO,2018,Q3,0.12575188629899559,Southwest
CT,2018,Q2,0.13437674409133593,Northeast
CT,2018,Q3,0.13437674409133593,Northeast
DC,2018,Q2,,
DC,2018,Q3,,
DE,2018,Q2,0.09285245595511493,Northeast
DE,2018,Q3,0.09285245595511493,Northeast
FL,2018,Q2,0.31465558315765807,Southeast
FL,2018,Q3,0.31465558315765807,Southeast
GA,2018,Q2,0.15305731805446499,Southeast
GA,2018,Q3,0.15305731805446499,Southeast
ID,2018,Q2,0.0856869357563349,Northwest
ID,2018,Q3,0.0856869357563349,Northwest
IL,2018,Q2,0.09096629222058294,Ohio Valley
IL,2018,Q3,0.09096629222058294,Ohio Valley
IN,2018,Q2,0.0836907500688242,Ohio Valley
IN,2018,Q3,0.0836907500688242,Ohio Valley
IA,2018,Q2,0.07550689564497015,Upper Midwest
IA,2018,Q3,0.07550689564497015,Upper Midwest
KS,2018,Q2,0.05969111938658578,South
KS,2018,Q3,0.05969111938658578,South
KY,2018,Q2,0.15510251400131292,Ohio Valley
KY,2018,Q3,0.15510251400131292,Ohio Valley
LA,2018,Q2,0.12728704204833519,South
LA,2018,Q3,0.12728704204833519,South
ME,2018,Q2,0.054516317465291286,Northeast
ME,2018,Q3,0.054516317465291286,Northeast
MD,2018,Q2,0.136171990261165,Northeast
MD,2018,Q3,0.136171990261165,Northeast
MA,2018,Q2,0.20828370719013378,Northeast
MA,2018,Q3,0.20828370719013378,Northeast
MI,2018,Q2,0.06716601133567857,Upper Midwest
MI,2018,Q3,0.06716601133567857,Upper Midwest
MN,2018,Q2,0.14930369077659933,Upper Midwest
MN,2018,Q3,0.14930369077659933,Upper Midwest
MS,2018,Q2,0.09075467181971897,Southeast
MS,2018,Q3,0.09075467181971897,Southeast
MO,2018,Q2,0.07930853237289415,South
MO,2018,Q3,0.07930853237289415,South
MT,2018,Q2,0.16333997346592444,Northern Rockies & Plains
MT,2018,Q3,0.16333997346592444,Northern Rockies & Plains
NE,2018,Q2,,Northern Rockies & Plains
NE,2018,Q3,,Northern Rockies & Plains
NV,2018,Q2,0.19022366982108396,Southwest
NV,2018,Q3,0.19022366982108396,Southwest
NH,2018,Q2,0.07532784871577602,Northeast
NH,2018,Q3,0.07532784871577602,Northeast
NJ,2018,Q2,0.08196146059910558,Northeast
NJ,2018,Q3,0.08196146059910558,Northeast
NM,2018,Q2,0.31992647456322787,Southwest
NM,2018,Q3,0.31992647456322787,Southwest
NY,2018,Q2,0.06757659412623651,Northeast
NY,2018,Q3,0.06757659412623651,Northeast
NC,2018,Q2,0.10557280900008414,Southeast
NC,2018,Q3,0.10557280900008414,Southeast
ND,2018,Q2,,Northern Rockies & Plains
ND,2018,Q3,,Northern Rockies & Plains
OH,2018,Q2,0.09447099799556635,Ohio Valley
OH,2018,Q3,0.09447099799556635,Ohio Valley
OK,2018,Q2,0.15007531648093286,South
OK,2018,Q3,0.15007531648093286,South
OR,2018,Q2,0.08631184640190781,Northwest
OR,2018,Q3,0.08631184640190781,Northwest
PA,2018,Q2,0.08252079185766914,Northeast
PA,2018,Q3,0.08252079185766914,Northeast
RI,2018,Q2,0.12678754017135097,Northeast
RI,2018,Q3,0.12678754017135097,Northeast
SC,2018,Q2,0.11345337839417502,Southeast
SC,2018,Q3,0.11345337839417502,Southeast
SD,2018,Q2,,Northern Rockies & Plains
SD,2018,Q3,,Northern Rockies & Plains
TN,2018,Q2,0.10950857011701087,Southeast
TN,2018,Q3,0.10950857011701087,Southeast
TX,2018,Q2,0.09629823207741084,South
TX,2018,Q3,0.09629823207741084,South
UT,2018,Q2,0.07501888553776337,Southwest
UT,2018,Q3,0.07501888553776337,Southwest
VT,2018,Q2,0.07417990022744847,Northeast
VT,2018,Q3,0.07417990022744847,Northeast
VA,2018,Q2,0.10848449366417834,Southeast
VA,2018,Q3,0.10848449366417834,Southeast
WA,2018,Q2,0.07061675646286303,Northwest
WA,2018,Q3,0.07061675646286303,Northwest
WV,2018,Q2,0.059063470775940874,Ohio Valley
WV,2018,Q3,0.059063470775940874,Ohio Valley
WI,2018,Q2,0.15848510326401744,Upper Midwest
WI,2018,Q3,0.15848510326401744,Upper Midwest
WY,2018,Q2,,Northern Rockies & Plains
WY,2018,Q3,,Northern Rockies & Plains
MSO,2018,Q2,0.08099017891597371,
MSO,2018,Q3,0.08099017891597371,
AL,2018,Q4,0.21213802241350943,Southeast
AL,2019,Q1,0.21213802241350943,Southeast
AK,2018,Q4,,Northwest
AK,2019,Q1,,Northwest
AZ,2018,Q4,,Southwest
AZ,2019,Q1,,Southwest
AR,2018,Q4,0.039980507020516365,South
AR,2019,Q1,0.039980507020516365,South
CA,2018,Q4,0.19297069675488465,West
CA,2019,Q1,0.19297069675488465,West
CO,2018,Q4,0.24131602457251888,Southwest
CO,2019,Q1,0.24131602457251888,Southwest
CT,2018,Q4,0.29496381412596073,Northeast
CT,2019,Q1,0.29496381412596073,Northeast
DC,2018,Q4,,
DC,2019,Q1,,
DE,2018,Q4,0.298439239979886,Northeast
DE,2019,Q1,0.298439239979886,Northeast
FL,2018,Q4,0.1517867904500887,Southeast
FL,2019,Q1,0.1517867904500887,Southeast
GA,2018,Q4,0.3128424995217063,Southeast
GA,2019,Q1,0.3128424995217063,Southeast
ID,2018,Q4,0.10405296560824862,Northwest
ID,2019,Q1,0.10405296560824862,Northwest
IL,2018,Q4,0.3188537367201403,Ohio Valley
IL,2019,Q1,0.3188537367201403,Ohio Valley
IN,2018,Q4,0.20310533116384744,Ohio Valley
IN,2019,Q1,0.20310533116384744,Ohio Valley
IA,2018,Q4,0.2891518869773949,Upper Midwest
IA,2019,Q1,0.2891518869773949,Upper Midwest
KS,2018,Q4,0.1863121531644263,South
KS,2019,Q1,0.1863121531644263,South
KY,2018,Q4,0.20844545134825243,Ohio Valley
KY,2019,Q1,0.20844545134825243,Ohio Valley
LA,2018,Q4,0.10769482193271607,South
LA,2019,Q1,0.10769482193271607,South
ME,2018,Q4,0.2654055506206012,Northeast
ME,2019,Q1,0.2654055506206012,Northeast
MD,2018,Q4,0.3238521419645508,Northeast
MD,2019,Q1,0.3238521419645508,Northeast
MA,2018,Q4,0.35890764422437194,Northeast
MA,2019,Q1,0.35890764422437194,Northeast
MI,2018,Q4,0.32287120770082134,Upper Midwest
MI,2019,Q1,0.32287120770082134,Upper Midwest
MN,2018,Q4,0.41855048535273665,Upper Midwest
MN,2019,Q1,0.41855048535273665,Upper Midwest
MS,2018,Q4,0.15156665430267724,Southeast
MS,2019,Q1,0.15156665430267724,Southeast
MO,2018,Q4,0.12009192119471113,South
MO,2019,Q1,0.12009192119471113,South
MT,2018,Q4,0.15112531237283455,Northern Rockies & Plains
MT,2019,Q1,0.15112531237283455,Northern Rockies & Plains
NE,2018,Q4,,Northern Rockies & Plains
NE,2019,Q1,,Northern Rockies & Plains
NV,2018,Q4,0.1533512184547624,Southwest
NV,2019,Q1,0.1533512184547624,Southwest
NH,2018,Q4,0.21890570143605736,Northeast
NH,2019,Q1,0.21890570143605736,Northeast
NJ,2018,Q4,0.21771923826285422,Northeast
NJ,2019,Q1,0.21771923826285422,Northeast
NM,2018,Q4,0.25404315613889183,Southwest
NM,2019,Q1,0.25404315613889183,Southwest
NY,2018,Q4,0.20453261438200943,Northeast
NY,2019,Q1,0.20453261438200943,Northeast
NC,2018,Q4,0.24826097489479382,Southeast
NC,2019,Q1,0.24826097489479382,Southeast
ND,2018,Q4,,Northern Rockies & Plains
ND,2019,Q1,,Northern Rockies & Plains
OH,2018,Q4,0.30631948236204676,Ohio Valley
OH,2019,Q1,0.30631948236204676,Ohio Valley
OK,2018,Q4,0.10151642904684821,South
OK,2019,Q1,0.10151642904684821,South
OR,2018,Q4,0.25995176024687217,Northwest
OR,2019,Q1,0.25995176024687217,Northwest
PA,2018,Q4,0.2828749295085389,Northeast
PA,2019,Q1,0.2828749295085389,Northeast
RI,2018,Q4,0.2928932188134524,Northeast
RI,2019,Q1,0.2928932188134524,Northeast
SC,2018,Q4,0.2087774915668541,Southeast
SC,2019,Q1,0.2087774915668541,Southeast
SD,2018,Q4,,Northern Rockies & Plains
SD,2019,Q1,,Northern Rockies & Plains
TN,2018,Q4,0.39022587758292415,Southeast
TN,2019,Q1,0.39022587758292415,Southeast
TX,2018,Q4,0.11025926783962903,South
TX,2019,Q1,0.11025926783962903,South
UT,2018,Q4,0.2167395500120427,Southwest
UT,2019,Q1,0.2167395500120427,Southwest
VT,2018,Q4,0.26970325665977857,Northeast
VT,2019,Q1,0.26970325665977857,Northeast
VA,2018,Q4,0.36466638469493673,Southeast
VA,2019,Q1,0.36466638469493673,Southeast
WA,2018,Q4,0.18743178018514128,Northwest
WA,2019,Q1,0.18743178018514128,Northwest
WV,2018,Q4,0.32063377951324257,Ohio Valley
WV,2019,Q1,0.32063377951324257,Ohio Valley
WI,2018,Q4,0.4199032308481787,Upper Midwest
WI,2019,Q1,0.4199032308481787,Upper Midwest
WY,2018,Q4,,Northern Rockies & Plains
WY,2019,Q1,,Northern Rockies & Plains
MSO,2018,Q4,0.13325977656329802,
MSO,2019,Q1,0.13325977656329802,
AL,2019,Q2,0.10291081742654318,Southeast
AL,2019,Q3,0.10291081742654318,Southeast
AK,2019,Q2,,Northwest
AK,2019,Q3,,Northwest
AZ,2019,Q2,,Southwest
AZ,2019,Q3,,Southwest
AR,2019,Q2,0.11736325759255917,South
AR,2019,Q3,0.11736325759255917,South
CA,2019,Q2,0.051394326079064245,West
CA,2019,Q3,0.051394326079064245,West
CO,2019,Q2,0.09780629110368266,Southwest
CO,2019,Q3,0.09780629110368266,Southwest
CT,2019,Q2,0.04610801978949952,Northeast
CT,2019,Q3,0.04610801978949952,Northeast
DC,2019,Q2,,
DC,2019,Q3,,
DE,2019,Q2,0.07737349408252547,Northeast
DE,2019,Q3,0.07737349408252547,Northeast
FL,2019,Q2,0.15586325460871797,Southeast
FL,2019,Q3,0.15586325460871797,Southeast
GA,2019,Q2,0.10685147611705381,Southeast
GA,2019,Q3,0.10685147611705381,Southeast
ID,2019,Q2,0.04462574605760594,Northwest
ID,2019,Q3,0.04462574605760594,Northwest
IL,2019,Q2,0.047991312140103215,Ohio Valley
IL,2019,Q3,0.047991312140103215,Ohio Valley
IN,2019,Q2,0.13476947972750686,Ohio Valley
IN,2019,Q3,0.13476947972750686,Ohio Valley
IA,2019,Q2,0.11050714252417304,Upper Midwest
IA,2019,Q3,0.11050714252417304,Upper Midwest
KS,2019,Q2,0.09786208712147904,South
KS,2019,Q3,0.09786208712147904,South
KY,2019,Q2,0.05434508561639528,Ohio Valley
KY,2019,Q3,0.05434508561639528,Ohio Valley
LA,2019,Q2,,South
LA,2019,Q3,,South
ME,2019,Q2,0.049767830227481547,Northeast
ME,2019,Q3,0.049767830227481547,Northeast
MD,2019,Q2,0.09133147029927569,Northeast
MD,2019,Q3,0.09133147029927569,Northeast
MA,2019,Q2,0.06905066374873725,Northeast
MA,2019,Q3,0.06905066374873725,Northeast
MI,2019,Q2,0.09180250218608232,Upper Midwest
MI,2019,Q3,0.09180250218608232,Upper Midwest
MN,2019,Q2,0.10967257324663515,Upper Midwest
MN,2019,Q3,0.10967257324663515,Upper Midwest
MS,2019,Q2,,Southeast
MS,2019,Q3,,Southeast
MO,2019,Q2,0.07992682167919574,South
MO,2019,Q3,0.07992682167919574,South
MT,2019,Q2,0.05131670194948623,Northern Rockies & Plains
MT,2019,Q3,0.05131670194948623,Northern Rockies & Plains
NE,2019,Q2,0.06877097339054128,Northern Rockies & Plains
NE,2019,Q3,0.06877097339054128,Northern Rockies & Plains
NV,2019,Q2,0.09476829239998208,Southwest
NV,2019,Q3,0.09476829239998208,Southwest
NH,2019,Q2,0.07078736376003925,Northeast
NH,2019,Q3,0.07078736376003925,Northeast
NJ,2019,Q2,0.04184541922041818,Northeast
NJ,2019,Q3,0.04184541922041818,Northeast
NM,2019,Q2,0.05602483670867109,Southwest
NM,2019,Q3,0.05602483670867109,Southwest
NY,2019,Q2,0.05309743237551645,Northeast
NY,2019,Q3,0.05309743237551645,Northeast
NC,2019,Q2,0.08707147826107631,Southeast
NC,2019,Q3,0.08707147826107631,Southeast
ND,2019,Q2,,Northern Rockies & Plains
ND,2019,Q3,,Northern Rockies & Plains
OH,2019,Q2,0.05412917198162914,Ohio Valley
OH,2019,Q3,0.05412917198162914,Ohio Valley
OK,2019,Q2,0.10345854815802735,South
OK,2019,Q3,0.10345854815802735,South
OR,2019,Q2,0.04945182990950092,Northwest
OR,2019,Q3,0.04945182990950092,Northwest
PA,2019,Q2,0.04503434625978431,Northeast
PA,2019,Q3,0.04503434625978431,Northeast
RI,2019,Q2,0.06159869196309564,Northeast
RI,2019,Q3,0.06159869196309564,Northeast
SC,2019,Q2,0.09142784782676838,Southeast
SC,2019,Q3,0.09142784782676838,Southeast
SD,2019,Q2,,Northern Rockies & Plains
SD,2019,Q3,,Northern Rockies & Plains
TN,2019,Q2,0.06384130061422622,Southeast
TN,2019,Q3,0.06384130061422622,Southeast
TX,2019,Q2,0.12601579161780174,South
TX,2019,Q3,0.12601579161780174,South
UT,2019,Q2,0.09587931639281921,Southwest
UT,2019,Q3,0.09587931639281921,Southwest
VT,2019,Q2,0.05520366848981073,Northeast
VT,2019,Q3,0.05520366848981073,Northeast
VA,2019,Q2,0.086444024811144,Southeast
VA,2019,Q3,0.086444024811144,Southeast
WA,2019,Q2,0.08039902025659429,Northwest
WA,2019,Q3,0.08039902025659429,Northwest
WV,2019,Q2,0.07760320316262437,Ohio Valley
WV,2019,Q3,0.07760320316262437,Ohio Valley
WI,2019,Q2,0.08213268979405852,Upper Midwest
WI,2019,Q3,0.08213268979405852,Upper Midwest
WY,2019,Q2,,Northern Rockies & Plains
WY,2019,Q3,,Northern Rockies & Plains
MSO,2019,Q2,0.11330505494529064,
MSO,2019,Q3,0.11330505494529064,
AL,2019,Q4,0.110833376722553,Southeast
AL,2020,Q1,0.110833376722553,Southeast
AK,2019,Q4,,Northwest
AK,2020,Q1,,Northwest
AZ,2019,Q4,,Southwest
AZ,2020,Q1,,Southwest
AR,2019,Q4,0.13549527412938245,South
AR,2020,Q1,0.13549527412938245,South
CA,2019,Q4,0.17213167255672446,West
CA,2020,Q1,0.17213167255672446,West
CO,2019,Q4,0.2443903481651747,Southwest
CO,2020,Q1,0.2443903481651747,Southwest
CT,2019,Q4,0.20528058576097374,Northeast
CT,2020,Q1,0.20528058576097374,Northeast
DC,2019,Q4,,
DC,2020,Q1,,
DE,2019,Q4,0.2608814057972183,Northeast
DE,2020,Q1,0.2608814057972183,Northeast
FL,2019,Q4,0.21390908204094483,Southeast
FL,2020,Q1,0.21390908204094483,Southeast
GA,2019,Q4,0.22233176768733431,Southeast
GA,2020,Q1,0.22233176768733431,Southeast
ID,2019,Q4,0.14615558833613662,Northwest
ID,2020,Q1,0.14615558833613662,Northwest
IL,2019,Q4,0.32808319567806077,Ohio Valley
IL,2020,Q1,0.32808319567806077,Ohio Valley
IN,2019,Q4,0.23139708802257686,Ohio Valley
IN,2020,Q1,0.23139708802257686,Ohio Valley
IA,2019,Q4,0.38019869194669664,Upper Midwest
IA,2020,Q1,0.38019869194669664,Upper Midwest
KS,2019,Q4,0.2248246256578147,South
KS,2020,Q1,0.2248246256578147,South
KY,2019,Q4,0.15142636142923926,Ohio Valley
KY,2020,Q1,0.15142636142923926,Ohio Valley
LA,2019,Q4,,South
LA,2020,Q1,,South
ME,2019,Q4,0.19512355795655079,Northeast
ME,2020,Q1,0.19512355795655079,Northeast
MD,2019,Q4,0.16954520146260033,Northeast
MD,2020,Q1,0.16954520146260033,Northeast
MA,2019,Q4,0.13729706836786815,Northeast
MA,2020,Q1,0.13729706836786815,Northeast
MI,2019,Q4,0.22970239777734291,Upper Midwest
MI,2020,Q1,0.22970239777734291,Upper Midwest
MN,2019,Q4,0.3840692982399486,Upper Midwest
MN,2020,Q1,0.3840692982399486,Upper Midwest
MS,2019,Q4,,Southeast
MS,2020,Q1,,Southeast
MO,2019,Q4,0.13169457804315854,South
MO,2020,Q1,0.13169457804315854,South
MT,2019,Q4,0.13199962123611575,Northern Rockies & Plains
MT,2020,Q1,0.13199962123611575,Northern Rockies & Plains
NE,2019,Q4,0.18978909055023763,Northern Rockies & Plains
NE,2020,Q1,0.18978909055023763,Northern Rockies & Plains
NV,2019,Q4,0.4130265635260396,Southwest
NV,2020,Q1,0.4130265635260396,Southwest
NH,2019,Q4,0.21347687979397667,Northeast
NH,2020,Q1,0.21347687979397667,Northeast
NJ,2019,Q4,0.19554399703353398,Northeast
NJ,2020,Q1,0.19554399703353398,Northeast
NM,2019,Q4,0.24242951253479994,Southwest
NM,2020,Q1,0.24242951253479994,Southwest
NY,2019,Q4,0.21185374174565108,Northeast
NY,2020,Q1,0.21185374174565108,Northeast
NC,2019,Q4,0.12541803298874465,Southeast
NC,2020,Q1,0.12541803298874465,Southeast
ND,2019,Q4,,Northern Rockies & Plains
ND,2020,Q1,,Northern Rockies & Plains
OH,2019,Q4,0.14254761864671683,Ohio Valley
OH,2020,Q1,0.14254761864671683,Ohio Valley
OK,2019,Q4,0.1667670743221108,South
OK,2020,Q1,0.1667670743221108,South
OR,2019,Q4,0.2844147452543907,Northwest
OR,2020,Q1,0.2844147452543907,Northwest
PA,2019,Q4,0.2575103517240783,Northeast
PA,2020,Q1,0.2575103517240783,Northeast
RI,2019,Q4,0.1587555006466267,Northeast
RI,2020,Q1,0.1587555006466267,Northeast
SC,2019,Q4,0.12336072410156484,Southeast
SC,2020,Q1,0.12336072410156484,Southeast
SD,2019,Q4,,Northern Rockies & Plains
SD,2020,Q1,,Northern Rockies & Plains
TN,2019,Q4,0.261506353360042,Southeast
TN,2020,Q1,0.261506353360042,Southeast
TX,2019,Q4,0.832891458150512,South
TX,2020,Q1,0.832891458150512,South
UT,2019,Q4,0.3550509687028458,Southwest
UT,2020,Q1,0.3550509687028458,Southwest
VT,2019,Q4,0.10771661976536018,Northeast
VT,2020,Q1,0.10771661976536018,Northeast
VA,2019,Q4,0.17410682919246068,Southeast
VA,2020,Q1,0.17410682919246068,Southeast
WA,2019,Q4,0.35905787330638006,Northwest
WA,2020,Q1,0.35905787330638006,Northwest
WV,2019,Q4,0.1756898766318713,Ohio Valley
WV,2020,Q1,0.1756898766318713,Ohio Valley
WI,2019,Q4,0.3422502523459836,Upper Midwest
WI,2020,Q1,0.3422502523459836,Upper Midwest
WY,2019,Q4,,Northern Rockies & Plains
WY,2020,Q1,,Northern Rockies & Plains
MSO,2019,Q4,0.1660534586638297,
MSO,2020,Q1,0.1660534586638297,
AL,2020,Q2,0.17076109493832492,Southeast
AL,2020,Q3,0.17076109493832492,Southeast
AK,2020,Q2,,Northwest
AK,2020,Q3,,Northwest
AZ,2020,Q2,,Southwest
AZ,2020,Q3,,Southwest
AR,2020,Q2,0.11012463086742741,South
AR,2020,Q3,0.11012463086742741,South
CA,2020,Q2,0.01519764252644551,West
CA,2020,Q3,0.01519764252644551,West
CO,2020,Q2,0.13084248688244338,Southwest
CO,2020,Q3,0.13084248688244338,Southwest
CT,2020,Q2,0.09944652375670482,Northeast
CT,2020,Q3,0.09944652375670482,Northeast
DC,2020,Q2,,
DC,2020,Q3,,
DE,2020,Q2,0.16265334222476513,Northeast
DE,2020,Q3,0.16265334222476513,Northeast
FL,2020,Q2,0.09049713171310103,Southeast
FL,2020,Q3,0.09049713171310103,Southeast
GA,2020,Q2,0.19749754180310175,Southeast
GA,2020,Q3,0.19749754180310175,Southeast
ID,2020,Q2,0.19305341521407104,Northwest
ID,2020,Q3,0.19305341521407104,Northwest
IL,2020,Q2,0.08862680920702148,Ohio Valley
IL,2020,Q3,0.08862680920702148,Ohio Valley
IN,2020,Q2,0.09831489943373783,Ohio Valley
IN,2020,Q3,0.09831489943373783,Ohio Valley
IA,2020,Q2,0.25070106073203446,Upper Midwest
IA,2020,Q3,0.25070106073203446,Upper Midwest
KS,2020,Q2,0.08919050573838838,South
KS,2020,Q3,0.08919050573838838,South
KY,2020,Q2,0.13220321902460763,Ohio Valley
KY,2020,Q3,0.13220321902460763,Ohio Valley
LA,2020,Q2,,South
LA,2020,Q3,,South
ME,2020,Q2,0.06840836789669802,Northeast
ME,2020,Q3,0.06840836789669802,Northeast
MD,2020,Q2,0.12095092700846743,Northeast
MD,2020,Q3,0.12095092700846743,Northeast
MA,2020,Q2,0.07744316646013016,Northeast
MA,2020,Q3,0.07744316646013016,Northeast
MI,2020,Q2,0.14356990233986466,Upper Midwest
MI,2020,Q3,0.14356990233986466,Upper Midwest
MN,2020,Q2,0.16087412660259437,Upper Midwest
MN,2020,Q3,0.16087412660259437,Upper Midwest
MS,2020,Q2,,Southeast
MS,2020,Q3,,Southeast
MO,2020,Q2,0.09307301490616637,South
MO,2020,Q3,0.09307301490616637,South
MT,2020,Q2,0.06514729511439465,Northern Rockies & Plains
MT,2020,Q3,0.06514729511439465,Northern Rockies & Plains
NE,2020,Q2,,Northern Rockies & Plains
