State_FIPS_code,State,Year,Low_Estimate_Total_kg,High_Estimate_Total_kg
51,Virginia,2013,3104237.9,3976557.1
51,Virginia,2014,3221348.4,4150834.9
51,Virginia,2015,3462597.4,4262542.4
51,Virginia,2016,2610439.8000000003,3172605.5
51,Virginia,2017,3025119.1,4436855.2
51,Virginia,2018,3192073.2,4162562.9
51,Virginia,2019,2260579.3,2702455.5
53,Washington,1992,6810764.4,11336585.799999999
53,Washington,1993,10512909.700000001,15635818.0
53,Washington,1994,8546813.8,12068995.9
53,Washington,1995,20430677.5,22813588.8
53,Washington,1996,23607395.700000003,29761710.5
53,Washington,1997,13281838.4,16256752.7
53,Washington,1998,13409871.9,16233240.8
53,Washington,1999,17151276.6,22282281.3
53,Washington,2000,17525080.0,21260351.3
53,Washington,2001,18323788.2,22027254.1
53,Washington,2002,15280346.799999999,20487506.6
53,Washington,2003,19078696.2,26196338.8
53,Washington,2004,20545977.0,32133250.4
53,Washington,2005,22004437.2,27204265.599999998
53,Washington,2006,21882171.599999998,28622565.2
53,Washington,2007,24151048.2,29885111.2
53,Washington,2008,17973440.4,21559559.7
53,Washington,2009,16771369.9,23802657.5
53,Washington,2010,17161212.5,23954291.8
53,Washington,2011,19612962.6,23227003.0
53,Washington,2012,22471871.7,27902831.2
53,Washington,2013,24837143.1,31234672.1
53,Washington,2014,21791231.3,26267125.8
53,Washington,2015,22958530.7,27919531.7
53,Washington,2016,30201742.5,34181130.099999994
53,Washington,2017,28170848.5,34762680.3
53,Washington,2018,28618880.1,36931716.4
53,Washington,2019,2801666.3,3308797.7
54,West Virginia,1992,501389.0,2099651.3
54,West Virginia,1993,251660.5,505872.89999999997
54,West Virginia,1994,348116.9,679691.0
54,West Virginia,1995,301064.2,467733.9
54,West Virginia,1996,659962.4,8510174.2
54,West Virginia,1997,369859.19999999995,539143.4
54,West Virginia,1998,339220.2,479482.7
54,West Virginia,1999,403512.8,505828.9
54,West Virginia,2000,394076.0,494313.1
54,West Virginia,2001,297905.6,389788.2
54,West Virginia,2002,487641.0,567349.0
54,West Virginia,2003,501561.80000000005,668932.3
54,West Virginia,2004,446276.0,548271.9
54,West Virginia,2005,319364.9,358764.8
54,West Virginia,2006,284596.9,326138.9
54,West Virginia,2007,222335.5,349279.7
54,West Virginia,2008,289172.9,308584.8
54,West Virginia,2009,292195.5,342263.7
54,West Virginia,2010,258579.1,328705.5
54,West Virginia,2011,236802.0,387421.4
54,West Virginia,2012,271968.4,349430.8
54,West Virginia,2013,288439.7,373317.1
54,West Virginia,2014,323749.2,385138.8
54,West Virginia,2015,285593.10000000003,362848.9
54,West Virginia,2016,161411.7,190609.6
54,West Virginia,2017,270807.5,294895.5
54,West Virginia,2018,262649.0,285971.3
54,West Virginia,2019,276039.9,306613.1
55,Wisconsin,1992,8571064.1,9686396.3
55,Wisconsin,1993,7477782.7,8977384.7
55,Wisconsin,1994,9975587.299999999,11397685.0
55,Wisconsin,1995,8496588.4,10253839.6
55,Wisconsin,1996,8424338.8,9789570.2
55,Wisconsin,1997,7864818.6,9243015.1
55,Wisconsin,1998,7845539.399999999,9315153.7
55,Wisconsin,1999,5894885.600000001,7231640.4
55,Wisconsin,2000,7809826.6,9250464.2
55,Wisconsin,2001,6934418.6,8289838.0
55,Wisconsin,2002,6465592.4,8017505.100000001
55,Wisconsin,2003,6029007.399999999,7715632.2
55,Wisconsin,2004,6445292.3,7969899.699999999
55,Wisconsin,2005,6628688.5,7710018.3
55,Wisconsin,2006,5880008.199999999,6933925.1
55,Wisconsin,2007,6904010.1,8431854.0
55,Wisconsin,2008,7797634.8,12414010.200000001
55,Wisconsin,2009,6841194.7,16360534.0
55,Wisconsin,2010,7710810.2,8711692.6
55,Wisconsin,2011,7188481.300000001,8403826.4
55,Wisconsin,2012,7855254.5,9294307.8
55,Wisconsin,2013,8411102.6,9395257.6
55,Wisconsin,2014,8283537.100000001,9753296.9
55,Wisconsin,2015,7151980.3,8240128.9
55,Wisconsin,2016,8306150.5,10018636.9
55,Wisconsin,2017,7844429.8,9953393.7
55,Wisconsin,2018,9351987.9,10901083.6
55,Wisconsin,2019,6694780.7,7365867.0
56,Wyoming,1992,773205.8,1145887.3
56,Wyoming,1993,726519.3,1432732.8
56,Wyoming,1994,658115.0000000001,1355633.3
56,Wyoming,1995,411469.9,1122148.1
56,Wyoming,1996,670373.2000000001,1284477.2
56,Wyoming,1997,806390.5,1885244.7
56,Wyoming,1998,334453.3,596956.8
56,Wyoming,1999,371275.4,969523.5
56,Wyoming,2000,340932.4,633994.5
56,Wyoming,2001,372585.5,676638.1
56,Wyoming,2002,490925.10000000003,763392.6
56,Wyoming,2003,389669.3,716232.9
56,Wyoming,2004,296456.3,770349.3
56,Wyoming,2005,240245.9,474895.2
56,Wyoming,2006,372481.10000000003,579875.0
56,Wyoming,2007,340264.2,655869.6
56,Wyoming,2008,292394.7,610084.5
56,Wyoming,2009,228692.0,418492.2
56,Wyoming,2010,249431.30000000002,501917.3
56,Wyoming,2011,209876.6,405791.4
56,Wyoming,2012,253260.9,528802.1
56,Wyoming,2013,279535.10000000003,511028.5
56,Wyoming,2014,380457.30000000005,555966.3
56,Wyoming,2015,326484.6,620398.0
56,Wyoming,2016,309321.8,491866.9
56,Wyoming,2017,408737.60000000003,651099.6
56,Wyoming,2018,330995.2,713911.7
56,Wyoming,2019,328393.4,539196.6
