"STATION","NAME","DATE","AWND","PRCP","SNOW","TAVG","TMAX","TMIN","TSUN"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2016-04-03","8.05","0.00","0.0","56","71","43",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2016-04-04","11.86","0.00","0.0","59","70","48",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2016-04-05","7.61","0.00","0.0","52","56","42",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2016-04-06","6.93","0.00","0.0","49","63","38",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2016-04-07","6.26","0.00","0.0","55","69","42",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2016-04-08","6.49","0.00","0.0","61","78","45",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2016-04-09","15.21","0.00","0.0","64","70","57",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2016-04-10","10.29","0.00","0.0","60","68","54",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2016-04-11","8.50","0.00","0.0","60","70","50",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2016-04-12","7.61","0.01","0.0","62","74","50",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2016-04-13","8.28","0.16","0.0","59","61","50",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2016-04-14","10.29","0.65","0.0","49","59","37",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2016-04-15","12.97","0.07","0.0","42","53","34",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2016-04-16","14.54","0.00","0.0","46","59","35",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2016-04-17","9.84","0.00","0.0","50","61","37",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2016-04-18","8.50","0.00","0.0","53","61","46",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2016-04-19","5.82","0.00","0.0","54","67","47",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2016-04-20","6.93","0.00","0.0","61","76","48",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2016-04-21","10.96","0.00","0.0","66","83","54",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2016-04-22","16.55","0.00","0.0","71","81","60",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2016-04-23","16.33","0.22","0.0","63","72","45",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2016-04-24","8.95","0.02","0.0","50","61","45",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2016-04-25","11.41","0.00","0.0","55","61","47",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2016-04-26","8.50","0.09","0.0","49","59","46",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2016-04-27","7.61","0.14","0.0","51","59","45",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2016-04-28","7.16","0.03","0.0","51","58","47",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2016-04-29","4.92","0.00","0.0","50","59","41",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2016-04-30","9.17","0.00","0.0","53","62","43",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2016-05-01","13.20","0.00","0.0","55","65","48",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2016-05-02","5.37","0.00","0.0","56","69","43",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2016-05-03","6.49","0.00","0.0","60","75","46",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2016-05-04","10.51","0.00","0.0","66","82","51",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2016-05-05","10.51","0.00","0.0","73","84","63",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2016-05-06","12.53","0.08","0.0","70","73","53",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2016-05-07","6.26","0.16","0.0","54","62","46",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2016-05-08","6.49","0.40","0.0","52","55","50",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2016-05-09","9.62","0.25","0.0","57","69","47",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2016-05-10","8.28","0.00","0.0","52","60","43",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2016-05-11","6.04","0.00","0.0","52","62","41",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2016-05-12","6.93","0.00","0.0","58","78","44",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2016-05-13","8.95","0.00","0.0","69","85","53",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2016-05-14","11.41","0.00","0.0","74","88","58",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2016-05-15","12.30","0.00","0.0","68","74","56",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2016-05-16","6.93","0.01","0.0","59","66","50",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2016-05-17","8.95","0.00","0.0","61","70","54",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2016-05-18","5.37","0.00","0.0","63","76","51",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2016-05-19","15.66","0.21","0.0","68","82","56",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2016-05-20","14.54","0.01","0.0","64","80","55",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2016-05-21","12.30","0.41","0.0","63","71","49",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2016-05-22","5.82","0.02","0.0","53","61","46",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2016-05-23","4.92","0.00","0.0","55","70","44",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2016-05-24","10.29","0.01","0.0","61","72","51",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2016-05-25","5.59","0.00","0.0","59","68","51",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2016-05-26","6.93","0.00","0.0","60","72","48",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2016-05-27","6.71","0.01","0.0","62","74","53",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2016-05-28","6.49","0.00","0.0","63","76","52",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2016-05-29","8.50","0.00","0.0","68","80","57",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2016-05-30","9.17","0.01","0.0","68","79","55",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2016-05-31","6.71","0.00","0.0","68","78","53",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2016-06-01","6.93","0.00","0.0","69","84","56",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2016-06-02","10.07","0.00","0.0","75","89","60",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2016-06-03","5.82","0.00","0.0","74","86","59",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2016-06-04","4.92","0.00","0.0","76","91","61",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2016-06-05","6.49","0.00","0.0","79","96","64",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2016-06-06","12.97","0.00","0.0","84","97","68",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2016-06-07","8.50","0.00","0.0","82","91","70",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2016-06-08","8.50","0.00","0.0","81","95","69",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2016-06-09","10.96","0.00","0.0","86","94","74",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2016-06-10","14.32","0.00","0.0","85","94","72",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2016-06-11","9.84","0.32","0.0","75","79","57",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2016-06-12","7.38","0.00","0.0","63","78","55",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2016-06-13","7.61","0.19","0.0","67","74","57",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2016-06-14","13.42","0.00","0.0","67","87","57",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2016-06-15","18.34","0.00","0.0","74","92","56",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2016-06-16","10.51","0.00","0.0","72","78","55",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2016-06-17","7.83","0.00","0.0","72","90","56",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2016-06-18","14.32","0.00","0.0","81","95","69",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2016-06-19","6.49","0.00","0.0","78","88","62",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2016-06-20","6.71","0.00","0.0","80","100","65",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2016-06-21","7.83","0.00","0.0","86","96","71",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2016-06-22","5.14","0.00","0.0","82","98","65",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2016-06-23","8.50","0.00","0.0","87","98","73",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2016-06-24","10.96","0.00","0.0","82","91","67",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2016-06-25","8.72","0.00","0.0","73","81","58",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2016-06-26","5.37","0.00","0.0","74","92","58",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2016-06-27","5.82","0.00","0.0","83","101","64",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2016-06-28","12.30","0.00","0.0","89","103","73",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2016-06-29","10.96","0.00","0.0","87","98","76",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2016-06-30","8.50","0.01","0.0","81","92","72",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2016-07-01","5.82","0.00","0.0","81","90","71",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2016-07-02","7.83","0.00","0.0","81","93","70",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2016-07-03","12.75","0.00","0.0","83","95","71",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2016-07-04","11.86","0.00","0.0","85","98","75",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2016-07-05","8.28","0.00","0.0","84","94","69",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2016-07-06","9.17","0.00","0.0","80","89","67",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2016-07-07","6.04","0.00","0.0","78","92","62",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2016-07-08","15.21","0.00","0.0","85","99","73",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2016-07-09","16.11","0.00","0.0","89","100","76",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2016-07-10","16.55","0.00","0.0","85","86","61",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2016-07-11","5.37","0.00","0.0","65","76","51",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2016-07-12","6.93","0.00","0.0","71","89","58",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2016-07-13","6.26","0.00","0.0","77","90","61",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2016-07-14","5.59","0.00","0.0","79","95","63",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2016-07-15","6.71","0.00","0.0","83","98","66",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2016-07-16","6.26","0.00","0.0","84","95","70",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2016-07-17","10.29","0.00","0.0","83","99","64",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2016-07-18","19.01","0.00","0.0","88","98","81",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2016-07-19","16.33","0.00","0.0","88","99","77",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2016-07-20","14.76","0.00","0.0","90","101","79",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2016-07-21","11.18","0.00","0.0","90","102","79",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2016-07-22","11.63","0.00","0.0","92","102","77",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2016-07-23","6.71","0.00","0.0","83","95","67",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2016-07-24","5.37","0.00","0.0","80","97","64",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2016-07-25","7.61","0.00","0.0","86","101","72",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2016-07-26","8.72","0.00","0.0","90","104","77",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2016-07-27","5.82","0.00","0.0","87","101","70",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2016-07-28","6.26","0.00","0.0","88","102","74",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2016-07-29","7.16","0.00","0.0","88","102","73",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2016-07-30","9.17","0.00","0.0","88","100","76",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2016-07-31","8.95","0.00","0.0","87","100","76",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2016-08-01","7.83","0.00","0.0","87","100","76",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2016-08-02","9.62","0.00","0.0","88","101","73",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2016-08-03","10.29","0.00","0.0","88","95","69",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2016-08-04","7.83","0.00","0.0","79","93","62",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2016-08-05","8.72","0.00","0.0","82","92","71",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2016-08-06","12.75","0.03","0.0","81","94","71",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2016-08-07","13.42","0.04","0.0","84","98","71",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2016-08-08","8.50","0.00","0.0","82","97","66",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2016-08-09","15.66","0.00","0.0","88","98","73",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2016-08-10","7.61","0.08","0.0","79","90","62",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2016-08-11","8.72","0.00","0.0","76","88","63",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2016-08-12","6.26","0.00","0.0","76","92","62",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2016-08-13","8.28","0.00","0.0","79","95","65",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2016-08-14","7.16","0.00","0.0","81","98","66",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2016-08-15","10.51","0.00","0.0","85","94","73",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2016-08-16","8.28","0.00","0.0","81","98","67",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2016-08-17","10.29","0.00","0.0","85","94","74",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2016-08-18","8.05","0.00","0.0","82","93","70",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2016-08-19","9.17","0.00","0.0","81","91","69",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2016-08-20","5.82","0.00","0.0","77","90","61",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2016-08-21","8.28","0.00","0.0","79","95","63",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2016-08-22","9.62","0.00","0.0","83","94","72",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2016-08-23","8.05","0.00","0.0","80","90","66",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2016-08-24","7.61","0.00","0.0","74","84","61",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2016-08-25","6.26","0.00","0.0","70","84","55",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2016-08-26","10.96","0.00","0.0","75","88","65",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2016-08-27","9.40","0.00","0.0","75","89","62",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2016-08-28","9.40","0.00","0.0","78","92","64",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2016-08-29","7.16","0.00","0.0","78","95","62",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2016-08-30","8.95","0.00","0.0","81","98","66",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2016-08-31","10.96","0.00","0.0","85","97","74",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2016-09-01","14.54","0.01","0.0","84","93","72",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2016-09-02","17.22","0.00","0.0","79","92","70",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2016-09-03","9.40","0.00","0.0","76","87","61",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2016-09-04","10.74","0.00","0.0","72","80","60",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2016-09-05","7.61","0.00","0.0","65","75","52",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2016-09-06","5.59","0.00","0.0","65","80","52",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2016-09-07","6.04","0.00","0.0","71","84","57",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2016-09-08","6.49","0.00","0.0","71","83","54",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2016-09-09","6.71","0.00","0.0","67","77","54",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2016-09-10","6.93","0.00","0.0","65","83","50",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2016-09-11","8.28","0.00","0.0","71","91","55",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2016-09-12","13.87","0.00","0.0","79","83","57",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2016-09-13","7.16","0.17","0.0","65","82","51",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2016-09-14","10.96","0.09","0.0","62","70","54",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2016-09-15","4.70","0.00","0.0","58","68","53",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2016-09-16","5.14","0.00","0.0","60","73","49",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2016-09-17","7.61","0.00","0.0","63","80","51",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2016-09-18","8.72","0.00","0.0","70","88","57",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2016-09-19","9.84","0.00","0.0","75","92","60",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2016-09-20","9.17","0.00","0.0","76","89","60",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2016-09-21","16.78","0.02","0.0","75","84","60",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2016-09-22","13.42","0.89","0.0","67","79","49",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2016-09-23","8.28","0.48","0.0","51","51","47",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2016-09-24","7.16","0.22","0.0","51","62","47",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2016-09-25","7.61","0.00","0.0","55","68","46",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2016-09-26","5.14","0.00","0.0","59","72","49",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2016-09-27","5.14","0.00","0.0","63","77","52",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2016-09-28","6.71","0.00","0.0","66","81","54",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2016-09-29","10.51","0.00","0.0","69","78","62",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2016-09-30","10.29","0.00","0.0","68","78","61",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2016-10-01","11.86","0.00","0.0","69","81","58",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2016-10-02","13.42","0.01","0.0","68","81","55",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2016-10-03","14.09","0.00","0.0","60","66","46",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2016-10-04","7.38","0.00","0.0","50","60","41",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2016-10-05","7.38","0.10","0.0","51","58","41",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2016-10-06","6.49","0.01","0.0","47","59","38",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2016-10-07","6.93","0.00","0.0","51","68","40",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2016-10-08","5.59","0.00","0.0","54","71","41",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2016-10-09","6.93","0.00","0.0","58","77","45",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2016-10-10","11.41","0.00","0.0","65","80","55",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2016-10-11","8.28","0.00","0.0","66","70","50",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2016-10-12","4.25","0.00","0.0","56","67","43",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2016-10-13","6.26","0.00","0.0","56","75","44",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2016-10-14","16.11","0.00","0.0","68","74","58",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2016-10-15","8.72","0.00","0.0","63","76","53",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2016-10-16","12.75","0.01","0.0","65","72","45",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2016-10-17","7.61","0.35","0.0","50","59","43",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2016-10-18","7.16","0.00","0.0","49","60","42",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2016-10-19","5.59","0.01","0.0","48","56","41",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2016-10-20","4.70","0.00","0.0","47","62","36",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2016-10-21","4.03","0.00","0.0","49","68","37",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2016-10-22","4.70","0.00","0.0","52","70","40",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2016-10-23","6.71","0.00","0.0","56","76","44",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2016-10-24","13.87","0.00","0.0","63","67","59",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2016-10-25","8.95","0.00","0.0","62","70","51",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2016-10-26","8.28","0.00","0.0","59","75","49",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2016-10-27","15.21","0.00","0.0","63","78","54",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2016-10-28","9.84","0.10","0.0","69","79","55",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2016-10-29","7.38","0.00","0.0","62","73","54",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2016-10-30","14.76","0.06","0.0","66","72","50",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2016-10-31","5.82","0.25","0.0","58","59","46",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2016-11-01","7.16","0.00","0.0","48","54","41",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2016-11-02","4.47","0.00","0.0","46","56","36",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2016-11-03","4.70","0.00","0.0","46","60","36",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2016-11-04","4.03","0.00","0.0","47","61","37",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2016-11-05","3.58","0.00","0.0","49","62","39",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2016-11-06","5.14","0.00","0.0","51","68","41",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2016-11-07","4.70","0.00","0.0","52","65","40",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2016-11-08","4.03","0.00","0.0","51","66","41",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2016-11-09","4.47","0.00","0.0","51","69","41",
